release_id,task_id,family,source,execution_mode,model_alias,model_display_name,requested_model_id,provider,condition,passed,input_tokens,output_tokens,thoughts_tokens,total_tokens,opus_gene_source,subset,subset_memberships,source_run_id,source_segment,protocol,runner_seed,provider_sampling_seed,trial_count,manifest_sha256,skill_asset_set_sha256,opus_gene_asset_set_sha256,gemini_gene_asset_set_sha256
73d08c560817d745c8415927,T0011,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,827,602,0,1429,evolved,opus_evolved252,full778;opus_evolved252,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0012,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,822,1870,0,2692,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0013,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,1,750,1884,0,2634,evolved,opus_evolved252,full778;opus_evolved252,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0014,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,1,862,853,0,1715,evolved,opus_evolved252,full778;opus_evolved252;common_evolved180,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0015,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,772,948,0,1720,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0016,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,632,1212,0,1844,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0017,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,1,833,992,0,1825,evolved,opus_evolved252,full778;opus_evolved252,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0018,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,845,1764,0,2609,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0019,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,763,2747,0,3510,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0020,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,1,813,2354,0,3167,evolved,opus_evolved252,full778;opus_evolved252;common_evolved180,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0021,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,1,677,658,0,1335,evolved,opus_evolved252,full778;opus_evolved252;common_evolved180,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0022,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,836,1619,0,2455,evolved,opus_evolved252,full778;opus_evolved252;common_evolved180,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0023,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,763,1735,0,2498,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0024,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,1,774,1227,0,2001,evolved,opus_evolved252,full778;opus_evolved252;common_evolved180,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0025,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,756,1103,0,1859,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0026,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,773,972,0,1745,evolved,opus_evolved252,full778;opus_evolved252;common_evolved180,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0027,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,759,1019,0,1778,evolved,opus_evolved252,full778;opus_evolved252;common_evolved180,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0028,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,851,2282,0,3133,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0029,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,958,2643,0,3601,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0030,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,1,727,668,0,1395,evolved,opus_evolved252,full778;opus_evolved252;common_evolved180,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0031,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,732,1648,0,2380,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0032,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,730,2887,0,3617,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0033,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,871,3590,0,4461,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0034,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,885,1422,0,2307,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0035,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,850,1003,0,1853,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0036,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,1,810,3072,0,3882,evolved,opus_evolved252,full778;opus_evolved252;common_evolved180,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0037,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,863,1220,0,2083,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0038,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,1,755,494,0,1249,evolved,opus_evolved252,full778;opus_evolved252;common_evolved180,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0039,agent_env_synth,v3_solution_first,pytest_pkg,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,1,863,2953,0,3816,evolved,opus_evolved252,full778;opus_evolved252;common_evolved180,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
